gold_code,000,101,105,107,201,304,305,401,402,408,410,501,503,504,506,601,606,607,702,704,NONE
104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
403,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
408,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
503,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
601,0,0,0,2,1,0,0,1,2,0,0,0,1,0,0,3,2,0,0,1,1
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
701,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
